"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"IGHV6-11",0.00285915005645284,0.730904489999761,0.046,0.026,1,"Cholangiocytes","IGHV6-1"
"MCM2",0.00287387172279338,1.46201735792053,0.02,0.008,1,"Cholangiocytes","MCM2"
"ZNF708",0.0028857031910338,1.14008926303317,0.029,0.014,1,"Cholangiocytes","ZNF708"
"TBX21",0.00290228987469279,1.36248168436962,0.02,0.008,1,"Cholangiocytes","TBX21"
"CRKL",0.00291439488457705,0.482976976556175,0.132,0.095,1,"Cholangiocytes","CRKL"
"TRNAU1AP",0.00291704119660632,0.887834695952615,0.046,0.026,1,"Cholangiocytes","TRNAU1AP"
"P4HTM",0.00291974395099154,0.694678114710804,0.071,0.044,1,"Cholangiocytes","P4HTM"
"ATP2C1",0.00292078260813171,0.625139947575573,0.088,0.058,1,"Cholangiocytes","ATP2C1"
"CIR1",0.00294290695986084,0.667464272201379,0.075,0.048,1,"Cholangiocytes","CIR1"
"CD1631",0.00294682825019819,0.527544079450199,0.344,0.305,1,"Cholangiocytes","CD163"
"TEX10",0.00294791696734382,1.70302545742432,0.014,0.005,1,"Cholangiocytes","TEX10"
"ZNF677",0.00294791696734382,1.70302545742432,0.014,0.005,1,"Cholangiocytes","ZNF677"
"AP5Z1",0.00294923104285615,0.71377183888832,0.072,0.045,1,"Cholangiocytes","AP5Z1"
"ARL10",0.0029568747435231,1.63889512000461,0.014,0.005,1,"Cholangiocytes","ARL10"
"NCBP31",0.00296199267073256,0.802054833359624,0.055,0.032,1,"Cholangiocytes","NCBP3"
"NT5C",0.0029666590341367,0.78163529212069,0.061,0.037,1,"Cholangiocytes","NT5C"
"PIGO",0.00297944680345875,0.710330258047557,0.068,0.042,1,"Cholangiocytes","PIGO"
"FRAT2",0.00299582353922677,0.703025457424324,0.068,0.042,1,"Cholangiocytes","FRAT2"
"EML2",0.00300844361934754,0.889438581655206,0.045,0.024,1,"Cholangiocytes","EML2"
"STIMATE",0.00300954129950922,0.37718761748588,0.195,0.15,1,"Cholangiocytes","STIMATE"
"CLCN71",0.00301190872592586,0.474461457553324,0.151,0.111,1,"Cholangiocytes","CLCN7"
"OSBPL1A",0.00302213972000919,1.10356338700805,0.031,0.015,1,"Cholangiocytes","OSBPL1A"
"SEC22C",0.00303431780011246,0.746869873960014,0.061,0.037,1,"Cholangiocytes","SEC22C"
"IDH3G",0.00303557959096237,0.482228496621935,0.14,0.102,1,"Cholangiocytes","IDH3G"
"PABPC1L",0.00305316957125825,0.340957971683748,0.25,0.2,1,"Cholangiocytes","PABPC1L"
"ST6GALNAC3",0.00305969211733089,1.45350585806501,0.018,0.007,1,"Cholangiocytes","ST6GALNAC3"
"RCBTB2",0.00307083669027439,0.917150262777171,0.043,0.023,1,"Cholangiocytes","RCBTB2"
"ARAP3",0.00307503183878923,1.13527224673539,0.032,0.016,1,"Cholangiocytes","ARAP3"
"SVBP",0.00308143725026933,0.904094109951725,0.043,0.023,1,"Cholangiocytes","SVBP"
"TMEM65",0.00308755829566451,1.11616342378769,0.032,0.016,1,"Cholangiocytes","TMEM65"
"RAB11B",0.00309051659555811,0.423239030164037,0.177,0.134,1,"Cholangiocytes","RAB11B"
"TRMT2A",0.00310048367493698,0.526420390746196,0.111,0.077,1,"Cholangiocytes","TRMT2A"
"UBAC2",0.00310082636846101,0.545073097648087,0.1,0.068,1,"Cholangiocytes","UBAC2"
"PSMD12",0.00311274145735955,1.12781093325473,0.026,0.012,1,"Cholangiocytes","PSMD12"
"MAN1B1",0.00311596665436976,0.635709189285761,0.088,0.058,1,"Cholangiocytes","MAN1B1"
"B3GNT2",0.00311641351067526,1.28594012949662,0.023,0.01,1,"Cholangiocytes","B3GNT2"
"TLR1",0.00311641351067526,1.28594012949662,0.023,0.01,1,"Cholangiocytes","TLR1"
"LYSMD4",0.00311641351067526,1.28594012949662,0.023,0.01,1,"Cholangiocytes","LYSMD4"
"SLC30A9",0.00312282594765033,0.535183770482501,0.106,0.073,1,"Cholangiocytes","SLC30A9"
"VPS53",0.00312895269747712,0.426393448189808,0.151,0.111,1,"Cholangiocytes","VPS53"
"TMEM9B",0.00312906265630535,0.479781637396369,0.132,0.095,1,"Cholangiocytes","TMEM9B"
"ZGRF11",0.00313413540986317,1.59952088167046,0.015,0.005,1,"Cholangiocytes","ZGRF1"
"PPP1R3D",0.00313413540986317,1.59952088167046,0.015,0.005,1,"Cholangiocytes","PPP1R3D"
"CBFA2T3",0.00313808993986564,2.10356338700805,0.011,0.003,1,"Cholangiocytes","CBFA2T3"
"FAM117B",0.00315407569969788,1.5186008862869,0.017,0.006,1,"Cholangiocytes","FAM117B"
"WDR66",0.00315407569969788,1.5186008862869,0.017,0.006,1,"Cholangiocytes","WDR66"
"IQSEC2",0.00315407569969788,1.5186008862869,0.017,0.006,1,"Cholangiocytes","IQSEC2"
"ZNF596",0.00315606752297794,1.93363838556574,0.011,0.003,1,"Cholangiocytes","ZNF596"
"PLAU",0.00315606752297794,1.93363838556574,0.011,0.003,1,"Cholangiocytes","PLAU"
"FJX1",0.00315606752297794,1.93363838556574,0.011,0.003,1,"Cholangiocytes","FJX1"
"LYPLAL1",0.0031721332345608,0.549297683509813,0.112,0.078,1,"Cholangiocytes","LYPLAL1"
"LINS1",0.00318542699169191,1.04216284234391,0.034,0.017,1,"Cholangiocytes","LINS1"
"CAND1",0.00318569205489932,0.462017357920529,0.149,0.11,1,"Cholangiocytes","CAND1"
"REL",0.00319670931593294,1.02424093434665,0.034,0.017,1,"Cholangiocytes","REL"
"ASPH",0.00321023080388755,0.312447502384993,0.276,0.225,1,"Cholangiocytes","ASPH"
"DARS",0.00321315341867945,0.601956632782377,0.086,0.057,1,"Cholangiocytes","DARS"
"PHF1",0.00322212342537865,0.618136559837811,0.092,0.062,1,"Cholangiocytes","PHF1"
"ZNF428",0.00322659629335456,0.491024641934472,0.157,0.117,1,"Cholangiocytes","ZNF428"
"LPGAT1",0.00324063160652479,0.336889970466874,0.221,0.173,1,"Cholangiocytes","LPGAT1"
"FAM76B",0.00324161459857332,0.662476098848547,0.086,0.057,1,"Cholangiocytes","FAM76B"
"TRIQK",0.0032468132051553,0.635414551269646,0.081,0.053,1,"Cholangiocytes","TRIQK"
"MSR11",0.00324707596913665,0.720234747456547,0.068,0.042,1,"Cholangiocytes","MSR1"
"ADO",0.00325374770180291,0.960823214891971,0.037,0.019,1,"Cholangiocytes","ADO"
"CDS2",0.00326316231595389,0.4050273793357,0.158,0.118,1,"Cholangiocytes","CDS2"
"LAMTOR1",0.00328664523897247,0.375280035941648,0.252,0.204,1,"Cholangiocytes","LAMTOR1"
"TNIP1",0.00329958253286722,0.35927782997521,0.243,0.194,1,"Cholangiocytes","TNIP1"
"GIMAP7",0.0033093519371315,1.15771915705496,0.028,0.013,1,"Cholangiocytes","GIMAP7"
"UBIAD1",0.00331587963020862,0.72978191566672,0.069,0.043,1,"Cholangiocytes","UBIAD1"
"RETREG3",0.00331877714689567,0.442818299625281,0.135,0.098,1,"Cholangiocytes","RETREG3"
"ZNF226",0.00332167980901476,0.792594504110557,0.055,0.033,1,"Cholangiocytes","ZNF226"
"TBC1D10B",0.003322683629247,0.861287541341056,0.051,0.029,1,"Cholangiocytes","TBC1D10B"
"COPZ1",0.00333393583830495,0.301030512609476,0.359,0.309,1,"Cholangiocytes","COPZ1"
"EIF4E2",0.00333779954771853,0.443280795338944,0.209,0.164,1,"Cholangiocytes","EIF4E2"
"EHMT2",0.00333850978845885,0.863987953998247,0.046,0.026,1,"Cholangiocytes","EHMT2"
"VPS26A",0.00334066751096674,0.692885427107953,0.083,0.054,1,"Cholangiocytes","VPS26A"
"RBM15B",0.00336672332316346,0.496574579956897,0.118,0.083,1,"Cholangiocytes","RBM15B"
"ADPGK",0.00338001013126573,0.657307157118488,0.072,0.046,1,"Cholangiocytes","ADPGK"
"GPATCH8",0.00338853516855324,0.819467365646429,0.051,0.029,1,"Cholangiocytes","GPATCH8"
"GRSF1",0.00340199547367034,0.406126157028484,0.21,0.165,1,"Cholangiocytes","GRSF1"
"XRCC6",0.00341983681043838,0.380262227902417,0.223,0.176,1,"Cholangiocytes","XRCC6"
"ABI31",0.00342168470355876,0.830813826341047,0.054,0.032,1,"Cholangiocytes","ABI3"
"PARP6",0.00342666206910319,0.732469235316806,0.066,0.041,1,"Cholangiocytes","PARP6"
"CCNK",0.00342711443258614,0.667336265898036,0.074,0.047,1,"Cholangiocytes","CCNK"
"CAMK1",0.00343357849075519,0.621519199232464,0.089,0.059,1,"Cholangiocytes","CAMK1"
"CLK3",0.00343495574164388,0.68640583585484,0.075,0.048,1,"Cholangiocytes","CLK3"
"ISG151",0.00343668083503341,0.379573120407972,0.226,0.179,1,"Cholangiocytes","ISG15"
"PRKAR2B",0.00344143546329157,1.18845228459457,0.029,0.014,1,"Cholangiocytes","PRKAR2B"
"MAPK12",0.00344498797718447,1.32115482208068,0.022,0.009,1,"Cholangiocytes","MAPK12"
"TOMM7",0.00344653335710511,0.26098869638538,0.402,0.347,1,"Cholangiocytes","TOMM7"
"ITPKC",0.0034634642255726,0.717672233388726,0.066,0.041,1,"Cholangiocytes","ITPKC"
"INTS8",0.00347817988232233,0.751093897592314,0.063,0.039,1,"Cholangiocytes","INTS8"
"UGGT2",0.00348179465373516,0.801000616987621,0.054,0.032,1,"Cholangiocytes","UGGT2"
"NFATC2IP",0.00348841872311497,1.11806295670317,0.029,0.014,1,"Cholangiocytes","NFATC2IP"
"HCCS",0.00349090467266127,0.786081197151883,0.057,0.034,1,"Cholangiocytes","HCCS"
"HSPA14",0.0035005311448294,1.09636788560385,0.029,0.014,1,"Cholangiocytes","HSPA14"
"MTERF4",0.00351056847165936,0.553366304447573,0.121,0.087,1,"Cholangiocytes","MTERF4"
"MFSD14B",0.00351235876146678,0.880057345360897,0.052,0.03,1,"Cholangiocytes","MFSD14B"
"LGALS8",0.0035143666031182,0.464794442591103,0.147,0.109,1,"Cholangiocytes","LGALS8"
"ZFYVE28",0.00352432061071961,0.904094109951725,0.043,0.024,1,"Cholangiocytes","ZFYVE28"
"VBP1",0.00352688795188922,0.692630286061945,0.066,0.041,1,"Cholangiocytes","VBP1"
"SENP3",0.00355005857306051,0.636656647808609,0.083,0.054,1,"Cholangiocytes","SENP3"
"PKN2",0.00355861404668152,0.545908232282632,0.097,0.066,1,"Cholangiocytes","PKN2"
"NOS3",0.00355946477643655,0.957042989900684,0.041,0.023,1,"Cholangiocytes","NOS3"
"AQR",0.00356095968121908,0.744604561175723,0.06,0.036,1,"Cholangiocytes","AQR"
"TCP11L2",0.00356915442262874,1.15021348030687,0.031,0.015,1,"Cholangiocytes","TCP11L2"
"BAMBI",0.00361987176694229,1.08309928444834,0.031,0.015,1,"Cholangiocytes","BAMBI"
"TMED3",0.00361987176694229,1.08309928444834,0.031,0.015,1,"Cholangiocytes","TMED3"
"ADCY9",0.00362246671029404,0.606731796565561,0.081,0.053,1,"Cholangiocytes","ADCY9"
"BOP1",0.00362741539979132,0.785033868582555,0.071,0.045,1,"Cholangiocytes","BOP1"
"APOL31",0.00362893006040247,0.357011744012649,0.244,0.197,1,"Cholangiocytes","APOL3"
"CMTR1",0.00363417794589094,0.805763563013582,0.058,0.035,1,"Cholangiocytes","CMTR1"
"IFT20",0.00363988041774659,0.493363594787874,0.147,0.109,1,"Cholangiocytes","IFT20"
"DNAJC9",0.00364645448844869,1.12171073371831,0.032,0.016,1,"Cholangiocytes","DNAJC9"
"PCMT1",0.0036482509655203,0.471806674807955,0.135,0.098,1,"Cholangiocytes","PCMT1"
"HLA-A1",0.00365871602664943,0.507105247449067,0.227,0.183,1,"Cholangiocytes","HLA-A"
"NCOA1",0.00366372993572626,0.708078685150609,0.075,0.048,1,"Cholangiocytes","NCOA1"
"ZC3H18",0.00370822833174676,0.405495991017446,0.154,0.114,1,"Cholangiocytes","ZC3H18"
"MAPK13",0.00372134577292582,1.03317405911665,0.032,0.016,1,"Cholangiocytes","MAPK13"
"NSD2",0.00373031254508562,0.644131768370755,0.072,0.046,1,"Cholangiocytes","NSD2"
"TTC39B",0.00375608556713482,0.750891768689582,0.058,0.035,1,"Cholangiocytes","TTC39B"
"MKKS",0.00375608556713482,0.750891768689582,0.058,0.035,1,"Cholangiocytes","MKKS"
"POU6F1",0.00376412278920469,1.36248168436962,0.02,0.008,1,"Cholangiocytes","POU6F1"
"CAMKMT",0.00376682774042025,0.976590530750288,0.037,0.019,1,"Cholangiocytes","CAMKMT"
"DHX38",0.00377313027245629,0.644608771199002,0.081,0.053,1,"Cholangiocytes","DHX38"
"ATG9A",0.00377330463060614,0.435211671830113,0.175,0.134,1,"Cholangiocytes","ATG9A"
"SNRPC",0.00377448618307453,0.395928167462757,0.226,0.181,1,"Cholangiocytes","SNRPC"
"NOTCH1",0.00378341298317864,1.17756396845183,0.026,0.012,1,"Cholangiocytes","NOTCH1"
"OFD1",0.0037861460643152,0.863987953998247,0.046,0.026,1,"Cholangiocytes","OFD1"
"LIG3",0.0037985695874737,0.852210786221894,0.046,0.026,1,"Cholangiocytes","LIG3"
"FAT4",0.0038181604249955,0.830813826341047,0.054,0.032,1,"Cholangiocytes","FAT4"
"MAFB",0.00381852159365923,0.439430672853289,0.167,0.127,1,"Cholangiocytes","MAFB"
"FBRS",0.00383135924107503,0.751093897592314,0.063,0.039,1,"Cholangiocytes","FBRS"
"DDB2",0.00383668535306988,0.821163656307328,0.054,0.032,1,"Cholangiocytes","DDB2"
"PPP2R5E",0.00383720801268765,0.643227540800642,0.084,0.056,1,"Cholangiocytes","PPP2R5E"
"FBXW11",0.00384411791247898,0.579568903578324,0.088,0.058,1,"Cholangiocytes","FBXW11"
"TRIM2",0.0038513219781204,0.736906350100102,0.068,0.042,1,"Cholangiocytes","TRIM2"
"TXNDC12",0.00386257747118763,0.460824555007696,0.137,0.1,1,"Cholangiocytes","TXNDC12"
"CALM31",0.00388971559429365,0.280570486582997,0.372,0.321,1,"Cholangiocytes","CALM3"
"C11orf21",0.00389335339884853,1.76252646917299,0.012,0.004,1,"Cholangiocytes","C11orf21"
"NAALAD2",0.00389335339884853,1.76252646917299,0.012,0.004,1,"Cholangiocytes","NAALAD2"
"ZNF423",0.00389335339884853,1.76252646917299,0.012,0.004,1,"Cholangiocytes","ZNF423"
"TBKBP1",0.00389335339884853,1.76252646917299,0.012,0.004,1,"Cholangiocytes","TBKBP1"
"PLEKHA1",0.00391704638262231,0.492309588467969,0.129,0.093,1,"Cholangiocytes","PLEKHA1"
"KMT2B1",0.00391719805663213,0.529886693833412,0.114,0.08,1,"Cholangiocytes","KMT2B"
"HSF2",0.00391873552254,1.2555664804531,0.023,0.01,1,"Cholangiocytes","HSF2"
"TXNDC15",0.00392435518172192,0.690781861669577,0.088,0.059,1,"Cholangiocytes","TXNDC15"
"MGST3",0.0039427432615045,0.320976370099391,0.267,0.217,1,"Cholangiocytes","MGST3"
"GTF2F2",0.00395542874375058,0.649586198462864,0.078,0.051,1,"Cholangiocytes","GTF2F2"
"DIAPH2",0.00395935822675599,0.332064617927147,0.212,0.166,1,"Cholangiocytes","DIAPH2"
"NDUFA9",0.00399839029210201,0.452258391458201,0.171,0.13,1,"Cholangiocytes","NDUFA9"
"SRSF6",0.00400755370975406,0.486500043119873,0.12,0.085,1,"Cholangiocytes","SRSF6"
"MFSD9",0.00401719417132341,0.711245964229293,0.06,0.036,1,"Cholangiocytes","MFSD9"
"TMEM189",0.00403116580830554,0.534498513167105,0.108,0.075,1,"Cholangiocytes","TMEM189"
"ZNF22",0.00403368682478396,0.478891176484925,0.129,0.093,1,"Cholangiocytes","ZNF22"
"RNF216",0.00404663309407724,0.60415233040211,0.097,0.066,1,"Cholangiocytes","RNF216"
"LRRC8B",0.00404976854901509,1.41168568237039,0.018,0.007,1,"Cholangiocytes","LRRC8B"
"PRIM2",0.00404976854901509,1.41168568237039,0.018,0.007,1,"Cholangiocytes","PRIM2"
"NFKBID",0.00404976854901509,1.41168568237039,0.018,0.007,1,"Cholangiocytes","NFKBID"
"UNKL",0.00405786329262962,0.694851525978624,0.06,0.036,1,"Cholangiocytes","UNKL"
"HOOK2",0.00407765957861004,0.694678114710804,0.069,0.044,1,"Cholangiocytes","HOOK2"
"HELLS",0.00408333957566889,1.23387140935378,0.029,0.014,1,"Cholangiocytes","HELLS"
"PRKAR2A",0.00409272028829975,0.47580594654611,0.138,0.101,1,"Cholangiocytes","PRKAR2A"
"FAM53C",0.00411062793004875,0.770139653282861,0.058,0.035,1,"Cholangiocytes","FAM53C"
"CCDC82",0.00412460388466678,0.684610837725826,0.069,0.044,1,"Cholangiocytes","CCDC82"
"CDK11B",0.00416678191822748,0.764580127940961,0.055,0.033,1,"Cholangiocytes","CDK11B"
"TSPAN31",0.00417033557372646,0.714265208528087,0.061,0.038,1,"Cholangiocytes","TSPAN31"
"TMEM170A",0.00419424406098813,0.637899814659241,0.091,0.061,1,"Cholangiocytes","TMEM170A"
"CCDC6",0.00420656383184721,0.485810951169227,0.127,0.092,1,"Cholangiocytes","CCDC6"
"SPINDOC",0.00420738610122799,1.07499423481128,0.029,0.014,1,"Cholangiocytes","SPINDOC"
"CLCN3",0.00420789477142054,0.498972079537964,0.111,0.078,1,"Cholangiocytes","CLCN3"
"RYK",0.00420875577474099,0.794235328900324,0.065,0.04,1,"Cholangiocytes","RYK"
"DAB2IP",0.00423421500889311,0.690286345593647,0.061,0.038,1,"Cholangiocytes","DAB2IP"
"ZNF41",0.00425878252732315,1.28253352805337,0.025,0.011,1,"Cholangiocytes","ZNF41"
"NIPAL3",0.0042661074231463,1.47129517150854,0.017,0.006,1,"Cholangiocytes","NIPAL3"
"TMEM164",0.0042661074231463,1.47129517150854,0.017,0.006,1,"Cholangiocytes","TMEM164"
"FCRL6",0.00426658786666815,1.63889512000461,0.014,0.005,1,"Cholangiocytes","FCRL6"
"RIPK3",0.00426658786666815,1.63889512000461,0.014,0.005,1,"Cholangiocytes","RIPK3"
"CPSF4",0.0042669169498504,0.685250755696348,0.066,0.041,1,"Cholangiocytes","CPSF4"
"ING4",0.00430540858324249,0.559758211043656,0.095,0.065,1,"Cholangiocytes","ING4"
"QRICH1",0.00430947745786371,0.475073510745976,0.158,0.12,1,"Cholangiocytes","QRICH1"
"CASP2",0.0043137460449458,1.06292140251071,0.031,0.015,1,"Cholangiocytes","CASP2"
"RPAP3",0.0043137460449458,1.06292140251071,0.031,0.015,1,"Cholangiocytes","RPAP3"
"VPS45",0.004319049901718,0.514758819992502,0.112,0.079,1,"Cholangiocytes","VPS45"
"P2RY11",0.00432640992575366,1.00180988820732,0.037,0.02,1,"Cholangiocytes","P2RY11"
"TP53RK",0.00432838520836694,1.043021845073,0.031,0.015,1,"Cholangiocytes","TP53RK"
"ZNF134",0.00433094872108885,0.828941006899047,0.046,0.026,1,"Cholangiocytes","ZNF134"
"C15orf48",0.00436175056474519,1.54507309764809,0.015,0.006,1,"Cholangiocytes","C15orf48"
"MORC4",0.00436975280954206,0.545484180437844,0.098,0.068,1,"Cholangiocytes","MORC4"
"INO80E",0.00437572687729133,0.575446746691606,0.123,0.089,1,"Cholangiocytes","INO80E"
"REXO1",0.00437883743761282,0.546797778117549,0.094,0.064,1,"Cholangiocytes","REXO1"
"SOCS3",0.00438153885246113,0.77306601339552,0.066,0.042,1,"Cholangiocytes","SOCS3"
"RANBP2",0.00440194200669544,0.425491481895416,0.171,0.13,1,"Cholangiocytes","RANBP2"
"ACAD9",0.0044211684230511,0.465893835956052,0.127,0.092,1,"Cholangiocytes","ACAD9"
"SRP19",0.00446571753862805,0.514542669712543,0.106,0.074,1,"Cholangiocytes","SRP19"
"JMJD1C",0.00447358861006845,0.610231361752465,0.078,0.051,1,"Cholangiocytes","JMJD1C"
"GLI4",0.00449072878051476,0.830544892601637,0.052,0.031,1,"Cholangiocytes","GLI4"
"STX8",0.00450757149813308,0.638895120004609,0.088,0.059,1,"Cholangiocytes","STX8"
"FAM43A1",0.00455998417534705,0.901929525838402,0.043,0.024,1,"Cholangiocytes","FAM43A"
"OSCAR",0.00457748256496953,1.205813445256,0.026,0.012,1,"Cholangiocytes","OSCAR"
"ACTR1A",0.00461088058323156,0.539359446453694,0.104,0.073,1,"Cholangiocytes","ACTR1A"
"LSM2",0.00467238927065521,0.685250755696348,0.066,0.042,1,"Cholangiocytes","LSM2"
"LY6G5B",0.00468827948010479,0.818161168145805,0.048,0.027,1,"Cholangiocytes","LY6G5B"
"TNKS1BP1",0.00469040720915456,0.345408171010674,0.266,0.219,1,"Cholangiocytes","TNKS1BP1"
"TANK",0.00469768046045519,0.526988671779616,0.104,0.073,1,"Cholangiocytes","TANK"
"MICU2",0.00470646194110585,0.596110253507812,0.095,0.065,1,"Cholangiocytes","MICU2"
"MAP3K7CL",0.00472835660166989,1.2555664804531,0.028,0.013,1,"Cholangiocytes","MAP3K7CL"
"NSUN2",0.00472961490990106,0.488716606340998,0.127,0.093,1,"Cholangiocytes","NSUN2"
"HARS2",0.00473030658354836,0.907643177032796,0.046,0.026,1,"Cholangiocytes","HARS2"
"PPP4R3A",0.00473105849498859,0.391081451109584,0.206,0.163,1,"Cholangiocytes","PPP4R3A"
"ZSCAN30",0.00474418537616515,0.892996401068395,0.041,0.023,1,"Cholangiocytes","ZSCAN30"
"TRAPPC10",0.00474555359347817,0.647883903231863,0.081,0.054,1,"Cholangiocytes","TRAPPC10"
"PREPL",0.00476943044925341,0.58179471277409,0.084,0.056,1,"Cholangiocytes","PREPL"
"CDC73",0.00478357523246561,0.701464943436708,0.063,0.039,1,"Cholangiocytes","CDC73"
"WDR59",0.00481603617156371,0.506287624848045,0.106,0.074,1,"Cholangiocytes","WDR59"
"ESS2",0.0048539870090141,0.722531771775808,0.065,0.041,1,"Cholangiocytes","ESS2"
"ARRDC41",0.00486367855162672,0.621519199232464,0.084,0.057,1,"Cholangiocytes","ARRDC4"
"ZNF235",0.00488777197733867,0.894976765196636,0.04,0.022,1,"Cholangiocytes","ZNF235"
"MCTP1",0.00489997449048681,1.19667279139953,0.023,0.01,1,"Cholangiocytes","MCTP1"
"RNF144B",0.00500359485301761,0.664890328537553,0.08,0.053,1,"Cholangiocytes","RNF144B"
"BTN2A2",0.00501279587014945,1.07499423481128,0.029,0.014,1,"Cholangiocytes","BTN2A2"
"ANXA9",0.00501479530515001,0.667794446145123,0.081,0.054,1,"Cholangiocytes","ANXA9"
"OGA",0.00501590648375881,0.36922326224867,0.28,0.235,1,"Cholangiocytes","OGA"
"CCDC93",0.00501991006541347,0.710330258047557,0.066,0.042,1,"Cholangiocytes","CCDC93"
"C5AR11",0.00503289213412593,0.705879454479478,0.066,0.042,1,"Cholangiocytes","C5AR1"
"WHRN",0.0050364548474089,1.84052898117426,0.011,0.003,1,"Cholangiocytes","WHRN"
"CARNS1",0.0050364548474089,1.84052898117426,0.011,0.003,1,"Cholangiocytes","CARNS1"
"UVRAG",0.00503910214145631,0.808107503481882,0.049,0.029,1,"Cholangiocytes","UVRAG"
"TRAPPC9",0.00503957970110117,0.761577639779437,0.058,0.036,1,"Cholangiocytes","TRAPPC9"
"RSL1D1",0.00506039992721231,0.383373505592673,0.237,0.193,1,"Cholangiocytes","RSL1D1"
"RABGGTA",0.00507741139233895,0.786891017572185,0.049,0.029,1,"Cholangiocytes","RABGGTA"
"KATNA1",0.00508965370769422,0.929796319271347,0.037,0.02,1,"Cholangiocytes","KATNA1"
"ETNK1",0.00509646743025408,0.418074010332932,0.144,0.107,1,"Cholangiocytes","ETNK1"
"DOK4",0.00509935076940155,0.698235098709137,0.061,0.038,1,"Cholangiocytes","DOK4"
"ABCC10",0.00511307839092723,1.03317405911665,0.034,0.018,1,"Cholangiocytes","ABCC10"
"NACC2",0.00512020117030437,0.641749117059761,0.092,0.063,1,"Cholangiocytes","NACC2"
"STIM2",0.00513310814719744,0.779987439239208,0.052,0.031,1,"Cholangiocytes","STIM2"
"PCID2",0.00514098411299511,0.587548240004388,0.089,0.06,1,"Cholangiocytes","PCID2"
"UHRF1BP1",0.00514815115081066,0.770139653282861,0.052,0.031,1,"Cholangiocytes","UHRF1BP1"
"CNOT7",0.00515343067784168,0.416031152646349,0.187,0.146,1,"Cholangiocytes","CNOT7"
"SESTD1",0.00516517493357721,1.01455838094931,0.032,0.017,1,"Cholangiocytes","SESTD1"
"HAUS6",0.00516517493357721,1.01455838094931,0.032,0.017,1,"Cholangiocytes","HAUS6"
"TMEM62",0.00517009493043016,0.989051505884347,0.034,0.018,1,"Cholangiocytes","TMEM62"
"ADGRE2",0.00518233969739529,0.996179851634453,0.032,0.017,1,"Cholangiocytes","ADGRE2"
"BCL2L2",0.00523174192009686,0.423239030164037,0.174,0.134,1,"Cholangiocytes","BCL2L2"
"ZNF316",0.00524114498947824,0.865619962137089,0.043,0.024,1,"Cholangiocytes","ZNF316"
"DDHD2",0.00524114498947824,0.865619962137089,0.043,0.024,1,"Cholangiocytes","DDHD2"
"ERCC1",0.00525310084567061,0.564894538560832,0.086,0.058,1,"Cholangiocytes","ERCC1"
"EXTL3",0.00528485323918308,0.807105979636809,0.048,0.028,1,"Cholangiocytes","EXTL3"
"ZNF473",0.00528633441545243,1.37104369787304,0.018,0.008,1,"Cholangiocytes","ZNF473"
"ZBP1",0.00528633441545243,1.37104369787304,0.018,0.008,1,"Cholangiocytes","ZBP1"
"MSL3",0.00528633441545243,1.37104369787304,0.018,0.008,1,"Cholangiocytes","MSL3"
"ANGEL1",0.00528689221107708,0.616264145505041,0.081,0.054,1,"Cholangiocytes","ANGEL1"
"RBMX2",0.0053083363970755,0.796134861815806,0.048,0.028,1,"Cholangiocytes","RBMX2"
"RTRAF",0.00531610036047182,0.330155796873787,0.247,0.201,1,"Cholangiocytes","RTRAF"
"SNRPB",0.00531677148715533,0.730475435709345,0.06,0.037,1,"Cholangiocytes","SNRPB"
"C16orf72",0.005317097860135,0.474623189226294,0.123,0.089,1,"Cholangiocytes","C16orf72"
"SAMD12",0.00533545841335358,1.2555664804531,0.018,0.008,1,"Cholangiocytes","SAMD12"
"TMEM18",0.00534084136092408,0.7149980990904,0.065,0.041,1,"Cholangiocytes","TMEM18"
"RABIF",0.0053555802812219,0.774439790716486,0.048,0.028,1,"Cholangiocytes","RABIF"
"ELP6",0.00536155245416848,0.551551308088183,0.092,0.063,1,"Cholangiocytes","ELP6"
"FBXW7",0.00536340442826033,0.593735216347676,0.097,0.067,1,"Cholangiocytes","FBXW7"
"CCDC61",0.00541700936171623,0.879699578454937,0.041,0.023,1,"Cholangiocytes","CCDC61"
"ZER1",0.00542836172193873,0.584690076744669,0.097,0.067,1,"Cholangiocytes","ZER1"
"CPSF3",0.00543311599636866,0.768120485646208,0.051,0.03,1,"Cholangiocytes","CPSF3"
"ADSL",0.00545349920998732,0.546345876769801,0.12,0.087,1,"Cholangiocytes","ADSL"
"SLK",0.00547645681675228,0.649845419565149,0.069,0.044,1,"Cholangiocytes","SLK"
"SMC3",0.00548518213328678,0.670603979731946,0.071,0.046,1,"Cholangiocytes","SMC3"
"PRDM10",0.00550357156797082,1.2555664804531,0.022,0.009,1,"Cholangiocytes","PRDM10"
"MAPK1",0.00550884291547286,0.483459080166639,0.111,0.078,1,"Cholangiocytes","MAPK1"
"ARMC7",0.00553968484008867,0.806040604788968,0.046,0.027,1,"Cholangiocytes","ARMC7"
"ARFRP1",0.00554846410747633,0.581441759857128,0.091,0.062,1,"Cholangiocytes","ARFRP1"
"VPS72",0.00555290826271752,0.673879111764808,0.072,0.047,1,"Cholangiocytes","VPS72"
"PABPC4",0.00555528488136038,0.288463232417902,0.292,0.242,1,"Cholangiocytes","PABPC4"
